Fecha,Hora,Place,humedad_suelo,humedad_amb,temperatura
28 02 23,11:53:21,sala,53%,37.20%,23.90C
28 02 23,11:53:21,cuarto,47.49078%,28%,24C
28 02 23,11:53:28,sala,53%,37.10%,23.90C
28 02 23,11:53:28,cuarto,47.83518%,28%,24C
28 02 23,11:53:43,sala,53%,37.10%,23.90C
28 02 23,11:53:43,cuarto,47.53997%,29%,24C
28 02 23,11:53:57,sala,53%,37.20%,23.90C
28 02 23,11:53:57,cuarto,47.49078%,29%,24C
28 02 23,11:54:04,sala,53%,37.10%,23.90C
28 02 23,11:54:04,cuarto,47.68758%,28%,24C
28 02 23,11:54:12,sala,53%,37.10%,23.90C
28 02 23,11:54:12,cuarto,47.44157%,29%,24C
28 02 23,11:54:19,sala,53%,37.10%,23.90C
28 02 23,11:54:19,cuarto,47.73678%,29%,24C
28 02 23,11:54:26,sala,53%,37.00%,23.90C
28 02 23,11:54:26,cuarto,47.73678%,28%,24C
28 02 23,11:54:33,sala,53%,36.90%,23.90C
28 02 23,11:54:33,cuarto,47.63838%,29%,24C
28 02 23,11:54:41,sala,53%,36.90%,23.90C
28 02 23,11:54:41,cuarto,47.68758%,29%,24C
28 02 23,11:54:48,sala,53%,36.90%,23.90C
28 02 23,11:54:48,cuarto,47.49078%,29%,24C
28 02 23,11:54:55,sala,53%,36.80%,23.90C
28 02 23,11:54:55,cuarto,47.68758%,29%,24C
28 02 23,11:55:03,sala,53%,36.90%,23.90C
28 02 23,11:55:03,cuarto,47.68758%,29%,24C
28 02 23,11:55:39,sala,53%,37.20%,24.00C
28 02 23,11:55:39,cuarto,47.49078%,28%,24C
28 02 23,11:55:46,sala,53%,37.00%,24.00C
28 02 23,11:55:46,cuarto,47.78598%,28%,24C
28 02 23,11:55:54,sala,53%,37.10%,24.00C
28 02 23,11:55:54,cuarto,47.53997%,28%,24C
28 02 23,11:56:01,sala,53%,37.30%,24.00C
28 02 23,11:56:01,cuarto,47.49078%,28%,24C
28 02 23,11:56:08,sala,53%,37.40%,24.00C
28 02 23,11:56:08,cuarto,47.98278%,28%,24C
28 02 23,11:56:23,sala,53%,37.40%,24.00C
28 02 23,11:56:23,cuarto,47.49078%,28%,24C
28 02 23,11:56:30,sala,53%,37.40%,24.00C
28 02 23,11:56:30,cuarto,47.53997%,29%,24C
28 02 23,11:56:44,sala,53%,37.40%,24.00C
28 02 23,11:56:44,cuarto,47.63838%,29%,24C
28 02 23,11:56:52,sala,53%,37.00%,24.00C
28 02 23,11:56:52,cuarto,47.49078%,29%,24C
28 02 23,11:56:59,sala,53%,36.90%,24.00C
28 02 23,11:56:59,cuarto,47.49078%,29%,24C
28 02 23,11:57:06,sala,53%,37.00%,24.00C
28 02 23,11:57:06,cuarto,47.44157%,29%,24C
28 02 23,11:57:14,sala,53%,36.70%,24.00C
28 02 23,11:57:14,cuarto,47.78598%,28%,24C
28 02 23,11:57:28,sala,53%,36.60%,24.00C
28 02 23,11:57:28,cuarto,47.44157%,28%,24C
28 02 23,11:57:43,sala,53%,37.00%,24.00C
28 02 23,11:57:43,cuarto,48.03198%,27%,24C
28 02 23,11:58:04,sala,53%,37.20%,24.00C
28 02 23,11:58:04,cuarto,47.29397%,28%,24C
28 02 23,11:58:12,sala,53%,37.70%,24.10C
28 02 23,11:58:12,cuarto,47.53997%,28%,24C
28 02 23,11:58:19,sala,53%,37.70%,24.00C
28 02 23,11:58:19,cuarto,47.73678%,28%,24C
28 02 23,11:58:34,sala,53%,37.90%,24.10C
28 02 23,11:58:34,cuarto,47.83518%,28%,24C
28 02 23,11:58:41,sala,53%,38.10%,24.00C
28 02 23,11:58:41,cuarto,47.83518%,29%,24C
28 02 23,11:59:03,sala,53%,38.10%,24.00C
28 02 23,11:59:03,cuarto,47.83518%,28%,24C
28 02 23,11:59:10,sala,53%,38.00%,24.00C
28 02 23,11:59:10,cuarto,47.98278%,28%,24C
28 02 23,11:59:24,sala,53%,38.10%,24.00C
28 02 23,11:59:24,cuarto,47.44157%,27%,24C
28 02 23,11:59:32,sala,53%,38.10%,24.00C
28 02 23,11:59:32,cuarto,47.53997%,27%,24C
28 02 23,11:59:46,sala,53%,38.20%,24.00C
28 02 23,11:59:46,cuarto,47.78598%,27%,24C
28 02 23,11:59:54,sala,53%,38.30%,24.00C
28 02 23,11:59:54,cuarto,47.88438%,28%,24C
28 02 23,12:00:01,sala,53%,38.20%,24.00C
28 02 23,12:00:01,cuarto,47.98278%,28%,24C
28 02 23,12:00:37,sala,53%,37.60%,24.00C
28 02 23,12:00:37,cuarto,47.78598%,27%,24C
28 02 23,12:00:45,sala,53%,37.80%,24.00C
28 02 23,12:00:45,cuarto,47.83518%,27%,24C
28 02 23,12:00:52,sala,53%,37.80%,24.00C
28 02 23,12:00:52,cuarto,47.98278%,27%,24C
28 02 23,12:00:59,sala,53%,37.90%,24.00C
28 02 23,12:00:59,cuarto,47.83518%,27%,24C
28 02 23,12:01:06,sala,53%,37.90%,24.00C
28 02 23,12:01:06,cuarto,47.78598%,27%,24C
28 02 23,12:01:35,sala,53%,37.70%,24.00C
28 02 23,12:01:35,cuarto,47.73678%,27%,24C
28 02 23,12:01:43,sala,53%,37.40%,24.10C
28 02 23,12:01:43,cuarto,47.68758%,26%,24C
28 02 23,12:01:50,sala,53%,37.60%,24.10C
28 02 23,12:01:50,cuarto,47.19557%,26%,24C
28 02 23,12:02:04,sala,53%,37.60%,24.10C
28 02 23,12:02:04,cuarto,47.73678%,26%,24C
28 02 23,12:02:12,sala,53%,37.70%,24.10C
28 02 23,12:02:12,cuarto,47.73678%,26%,24C
28 02 23,12:02:19,sala,53%,37.50%,24.10C
28 02 23,12:02:19,cuarto,47.93358%,27%,24C
28 02 23,12:02:26,sala,53%,37.60%,24.10C
28 02 23,12:02:26,cuarto,47.34317%,27%,24C
28 02 23,12:02:34,sala,53%,37.70%,24.10C
28 02 23,12:02:34,cuarto,47.53997%,27%,24C
28 02 23,12:02:41,sala,53%,37.40%,24.10C
28 02 23,12:02:41,cuarto,47.88438%,27%,24C
28 02 23,12:02:48,sala,53%,37.50%,24.10C
28 02 23,12:02:48,cuarto,47.63838%,27%,24C
28 02 23,12:02:55,sala,53%,37.70%,24.20C
28 02 23,12:02:55,cuarto,47.49078%,27%,24C
28 02 23,12:04:08,sala,53%,37.70%,24.10C
28 02 23,12:04:08,cuarto,47.83518%,27%,24C
28 02 23,12:04:52,sala,53%,38.30%,24.10C
28 02 23,12:04:52,cuarto,47.34317%,26%,24C
28 02 23,12:04:59,sala,53%,37.90%,24.20C
28 02 23,12:04:59,cuarto,47.63838%,26%,24C
28 02 23,12:05:43,sala,53%,37.80%,24.20C
28 02 23,12:05:43,cuarto,47.49078%,28%,24C
28 02 23,12:05:50,sala,53%,37.50%,24.10C
28 02 23,12:05:50,cuarto,47.83518%,28%,24C
28 02 23,12:06:41,sala,53%,37.40%,24.10C
28 02 23,12:06:41,cuarto,47.83518%,27%,24C
28 02 23,12:06:48,sala,53%,37.10%,24.20C
28 02 23,12:06:48,cuarto,47.68758%,27%,24C
28 02 23,12:07:03,sala,53%,37.00%,24.10C
28 02 23,12:07:03,cuarto,47.44157%,27%,24C
28 02 23,12:07:25,sala,53%,36.90%,24.20C
28 02 23,12:07:25,cuarto,47.53997%,27%,24C
28 02 23,12:07:32,sala,53%,37.00%,24.20C
28 02 23,12:07:32,cuarto,47.34317%,26%,24C
28 02 23,12:07:39,sala,53%,37.10%,24.20C
28 02 23,12:07:39,cuarto,47.68758%,26%,24C
28 02 23,12:07:46,sala,53%,37.00%,24.10C
28 02 23,12:07:46,cuarto,47.68758%,26%,24C
28 02 23,12:07:54,sala,53%,37.10%,24.20C
28 02 23,12:07:54,cuarto,47.73678%,27%,24C
28 02 23,12:08:08,sala,53%,37.10%,24.20C
28 02 23,12:08:08,cuarto,47.49078%,27%,24C
28 02 23,12:08:23,sala,53%,37.20%,24.10C
28 02 23,12:08:23,cuarto,47.34317%,26%,24C
28 02 23,12:08:37,sala,53%,37.20%,24.10C
28 02 23,12:08:37,cuarto,47.49078%,26%,24C
28 02 23,12:08:52,sala,53%,37.40%,24.20C
28 02 23,12:08:52,cuarto,47.49078%,28%,24C
28 02 23,12:09:21,sala,53%,37.50%,24.10C
28 02 23,12:09:21,cuarto,47.44157%,28%,24C
28 02 23,12:09:28,sala,53%,37.50%,24.10C
28 02 23,12:09:28,cuarto,47.19557%,28%,24C
28 02 23,12:10:19,sala,53%,37.20%,24.10C
28 02 23,12:10:19,cuarto,47.83518%,29%,24C
28 02 23,12:10:27,sala,53%,37.10%,24.10C
28 02 23,12:10:27,cuarto,47.73678%,28%,24C
28 02 23,12:10:41,sala,53%,37.00%,24.10C
28 02 23,12:10:41,cuarto,47.68758%,28%,24C
28 02 23,12:11:03,sala,53%,37.00%,24.10C
28 02 23,12:11:03,cuarto,47.73678%,28%,24C
28 02 23,12:11:10,sala,53%,36.70%,24.10C
28 02 23,12:11:10,cuarto,47.53997%,27%,24C
28 02 23,12:11:17,sala,53%,36.70%,24.10C
28 02 23,12:11:17,cuarto,47.39237%,27%,24C
28 02 23,12:11:39,sala,53%,36.70%,24.10C
28 02 23,12:11:39,cuarto,47.93358%,27%,24C
28 02 23,12:11:47,sala,53%,36.80%,24.10C
28 02 23,12:11:47,cuarto,47.68758%,27%,24C
28 02 23,12:12:01,sala,53%,36.80%,24.10C
28 02 23,12:12:01,cuarto,47.44157%,27%,24C
28 02 23,12:12:08,sala,53%,36.70%,24.10C
28 02 23,12:12:08,cuarto,47.63838%,28%,24C
28 02 23,12:12:16,sala,53%,36.80%,24.10C
28 02 23,12:12:16,cuarto,47.44157%,28%,24C
28 02 23,12:12:23,sala,53%,36.90%,24.10C
28 02 23,12:12:23,cuarto,47.44157%,27%,24C
28 02 23,12:12:30,sala,53%,36.80%,24.10C
28 02 23,12:12:30,cuarto,47.73678%,28%,24C
28 02 23,12:12:52,sala,53%,36.80%,24.10C
28 02 23,12:12:52,cuarto,47.73678%,28%,24C
28 02 23,12:12:59,sala,53%,36.90%,24.10C
28 02 23,12:12:59,cuarto,47.68758%,28%,24C
28 02 23,12:13:07,sala,53%,36.90%,24.10C
28 02 23,12:13:07,cuarto,47.73678%,28%,24C
28 02 23,12:13:14,sala,53%,36.80%,24.10C
28 02 23,12:13:14,cuarto,47.34317%,28%,24C
28 02 23,12:13:21,sala,53%,36.80%,24.10C
28 02 23,12:13:21,cuarto,47.78598%,28%,24C
28 02 23,12:13:28,sala,53%,36.80%,24.00C
28 02 23,12:13:28,cuarto,47.93358%,28%,24C
28 02 23,12:13:36,sala,53%,36.70%,24.00C
28 02 23,12:13:36,cuarto,47.73678%,28%,24C
28 02 23,12:13:43,sala,53%,36.60%,24.00C
28 02 23,12:13:43,cuarto,47.73678%,28%,24C
28 02 23,12:13:57,sala,53%,36.60%,24.10C
28 02 23,12:13:57,cuarto,47.78598%,28%,24C
28 02 23,12:14:05,sala,53%,36.50%,24.10C
28 02 23,12:14:05,cuarto,47.73678%,28%,24C
28 02 23,12:14:12,sala,53%,36.50%,24.00C
28 02 23,12:14:12,cuarto,47.63838%,28%,24C
28 02 23,12:14:19,sala,53%,36.50%,24.00C
28 02 23,12:14:19,cuarto,47.73678%,28%,24C
28 02 23,12:14:27,sala,53%,36.60%,24.00C
28 02 23,12:14:27,cuarto,47.49078%,28%,24C
28 02 23,12:14:34,sala,53%,36.70%,24.00C
28 02 23,12:14:34,cuarto,47.68758%,28%,24C
28 02 23,12:14:41,sala,53%,36.70%,24.00C
28 02 23,12:14:41,cuarto,47.63838%,28%,24C
28 02 23,12:14:48,sala,53%,36.70%,24.10C
28 02 23,12:14:48,cuarto,47.83518%,28%,24C
28 02 23,12:14:56,sala,53%,36.70%,24.00C
28 02 23,12:14:56,cuarto,47.63838%,28%,24C
28 02 23,12:15:18,sala,53%,36.80%,24.00C
28 02 23,12:15:18,cuarto,47.63838%,28%,24C
28 02 23,12:15:39,sala,53%,36.90%,24.10C
28 02 23,12:15:39,cuarto,47.83518%,27%,24C
28 02 23,12:15:47,sala,53%,36.90%,24.00C
28 02 23,12:15:47,cuarto,47.49078%,27%,24C
28 02 23,12:15:54,sala,53%,37.00%,24.00C
28 02 23,12:15:54,cuarto,47.44157%,28%,24C
28 02 23,12:16:01,sala,53%,37.10%,24.00C
28 02 23,12:16:01,cuarto,47.53997%,28%,24C
28 02 23,12:16:08,sala,53%,37.10%,24.00C
28 02 23,12:16:08,cuarto,47.68758%,28%,24C
28 02 23,12:16:16,sala,53%,37.10%,24.00C
28 02 23,12:16:16,cuarto,47.93358%,28%,24C
28 02 23,12:16:23,sala,53%,37.10%,24.10C
28 02 23,12:16:23,cuarto,47.78598%,28%,24C
28 02 23,12:16:30,sala,53%,37.10%,24.10C
28 02 23,12:16:30,cuarto,47.83518%,28%,24C
28 02 23,12:16:38,sala,53%,36.90%,24.00C
28 02 23,12:16:38,cuarto,47.83518%,28%,24C
28 02 23,12:16:45,sala,53%,37.00%,24.10C
28 02 23,12:16:45,cuarto,47.83518%,28%,24C
28 02 23,12:16:52,sala,53%,36.80%,24.00C
28 02 23,12:16:52,cuarto,47.83518%,28%,24C
28 02 23,12:16:59,sala,53%,36.70%,24.10C
28 02 23,12:16:59,cuarto,47.49078%,29%,24C
28 02 23,12:17:07,sala,53%,36.50%,24.00C
28 02 23,12:17:07,cuarto,47.83518%,29%,24C
28 02 23,12:17:14,sala,53%,36.50%,24.10C
28 02 23,12:17:14,cuarto,47.63838%,29%,24C
28 02 23,12:17:21,sala,53%,36.50%,24.10C
28 02 23,12:17:21,cuarto,47.68758%,29%,24C
28 02 23,12:17:28,sala,53%,36.60%,24.00C
28 02 23,12:17:28,cuarto,47.68758%,29%,24C
28 02 23,12:17:36,sala,53%,36.70%,24.10C
28 02 23,12:17:36,cuarto,47.44157%,29%,24C
28 02 23,12:17:43,sala,53%,36.70%,24.10C
28 02 23,12:17:43,cuarto,47.68758%,29%,24C
28 02 23,12:17:50,sala,53%,36.70%,24.10C
28 02 23,12:17:50,cuarto,47.44157%,29%,24C
28 02 23,12:18:19,sala,53%,36.70%,24.10C
28 02 23,12:18:19,cuarto,47.73678%,29%,24C
28 02 23,12:18:27,sala,53%,36.70%,24.10C
28 02 23,12:18:27,cuarto,47.53997%,29%,24C
28 02 23,12:18:34,sala,53%,36.60%,24.10C
28 02 23,12:18:34,cuarto,47.93358%,29%,24C
28 02 23,12:18:41,sala,53%,36.60%,24.10C
28 02 23,12:18:41,cuarto,47.83518%,28%,24C
28 02 23,12:18:48,sala,53%,36.80%,24.10C
28 02 23,12:18:48,cuarto,47.73678%,29%,24C
28 02 23,12:18:56,sala,53%,37.00%,24.10C
28 02 23,12:18:56,cuarto,47.78598%,29%,24C
28 02 23,12:19:03,sala,53%,36.80%,24.10C
28 02 23,12:19:03,cuarto,47.44157%,29%,24C
28 02 23,12:19:10,sala,53%,36.70%,24.10C
28 02 23,12:19:10,cuarto,47.53997%,29%,24C
28 02 23,12:19:18,sala,53%,36.70%,24.10C
28 02 23,12:19:18,cuarto,47.63838%,29%,24C
28 02 23,12:19:25,sala,53%,36.80%,24.10C
28 02 23,12:19:25,cuarto,47.49078%,29%,24C
28 02 23,12:19:32,sala,53%,36.90%,24.10C
28 02 23,12:19:32,cuarto,47.68758%,29%,24C
28 02 23,12:19:39,sala,53%,36.90%,24.10C
28 02 23,12:19:39,cuarto,47.78598%,29%,24C
28 02 23,12:19:47,sala,53%,36.90%,24.10C
28 02 23,12:19:47,cuarto,47.83518%,29%,24C
28 02 23,12:19:54,sala,53%,37.00%,24.10C
28 02 23,12:19:54,cuarto,47.44157%,29%,24C
28 02 23,12:20:52,sala,53%,37.20%,24.10C
28 02 23,12:20:52,cuarto,47.63838%,28%,24C
28 02 23,12:20:59,sala,53%,37.40%,24.10C
28 02 23,12:20:59,cuarto,47.98278%,28%,24C
28 02 23,12:21:14,sala,53%,37.60%,24.10C
28 02 23,12:21:14,cuarto,47.73678%,29%,24C
28 02 23,12:21:21,sala,53%,37.80%,24.10C
28 02 23,12:21:21,cuarto,47.83518%,29%,24C
28 02 23,12:21:29,sala,53%,37.80%,24.10C
28 02 23,12:21:29,cuarto,47.73678%,29%,24C
28 02 23,12:21:36,sala,53%,37.80%,24.10C
28 02 23,12:21:36,cuarto,47.63838%,29%,24C
28 02 23,12:21:43,sala,53%,37.70%,24.10C
28 02 23,12:21:43,cuarto,47.68758%,29%,24C
28 02 23,12:21:50,sala,53%,37.60%,24.10C
28 02 23,12:21:50,cuarto,47.83518%,29%,24C
28 02 23,12:21:58,sala,53%,37.50%,24.10C
28 02 23,12:21:58,cuarto,47.34317%,29%,24C
28 02 23,12:22:05,sala,53%,37.50%,24.10C
28 02 23,12:22:05,cuarto,47.73678%,28%,24C
28 02 23,12:22:12,sala,53%,37.60%,24.10C
28 02 23,12:22:12,cuarto,47.53997%,28%,24C
28 02 23,12:22:19,sala,53%,37.60%,24.10C
28 02 23,12:22:19,cuarto,47.93358%,29%,24C
28 02 23,12:22:34,sala,53%,38.60%,24.10C
28 02 23,12:22:34,cuarto,47.83518%,29%,24C
28 02 23,12:22:41,sala,53%,39.10%,24.10C
28 02 23,12:22:41,cuarto,47.63838%,29%,24C
28 02 23,12:22:49,sala,53%,39.50%,24.20C
28 02 23,12:22:49,cuarto,47.63838%,29%,24C
28 02 23,12:22:56,sala,53%,39.80%,24.20C
28 02 23,12:22:56,cuarto,47.44157%,29%,24C
28 02 23,12:23:10,sala,53%,39.70%,24.20C
28 02 23,12:23:10,cuarto,47.68758%,29%,24C
28 02 23,12:23:18,sala,53%,38.60%,24.20C
28 02 23,12:23:18,cuarto,47.63838%,29%,24C
28 02 23,12:23:32,sala,53%,38.50%,24.20C
28 02 23,12:23:32,cuarto,47.49078%,28%,24C
28 02 23,12:23:47,sala,53%,38.90%,24.20C
28 02 23,12:23:47,cuarto,47.88438%,28%,24C
28 02 23,12:23:54,sala,53%,39.50%,24.20C
28 02 23,12:23:54,cuarto,47.68758%,28%,24C
28 02 23,12:24:01,sala,53%,39.60%,24.20C
28 02 23,12:24:01,cuarto,47.98278%,29%,24C
28 02 23,12:24:09,sala,53%,39.70%,24.20C
28 02 23,12:24:09,cuarto,47.24477%,29%,24C
28 02 23,12:24:16,sala,53%,39.60%,24.20C
28 02 23,12:24:16,cuarto,47.63838%,29%,24C
28 02 23,12:24:23,sala,53%,39.50%,24.20C
28 02 23,12:24:23,cuarto,47.68758%,29%,24C
28 02 23,12:24:30,sala,53%,39.20%,24.20C
28 02 23,12:24:30,cuarto,47.83518%,29%,24C
28 02 23,12:24:38,sala,53%,38.70%,24.20C
28 02 23,12:24:38,cuarto,47.73678%,29%,24C
28 02 23,12:24:45,sala,53%,38.50%,24.20C
28 02 23,12:24:45,cuarto,47.63838%,29%,24C
28 02 23,12:25:00,sala,53%,38.50%,24.20C
28 02 23,12:25:00,cuarto,47.93358%,28%,24C
28 02 23,12:25:07,sl,3,850,42C
28 02 23,12:25:07,cuarto,47.53997%,28%,24C
28 02 23,12:25:43,sala,53%,38.60%,24.20C
28 02 23,12:25:43,cuarto,47.44157%,29%,24C
28 02 23,12:25:50,sala,53%,38.70%,24.20C
28 02 23,12:25:50,cuarto,47.44157%,29%,24C
28 02 23,12:25:58,sala,53%,38.70%,24.20C
28 02 23,12:25:58,cuarto,47.49078%,28%,24C
28 02 23,12:26:05,sala,53%,38.90%,24.20C
28 02 23,12:26:05,cuarto,47.88438%,28%,24C
28 02 23,12:26:20,sala,53%,38.90%,24.20C
28 02 23,12:26:20,cuarto,47.78598%,28%,24C
28 02 23,12:26:27,sala,53%,38.90%,24.20C
28 02 23,12:26:27,cuarto,47.44157%,29%,24C
28 02 23,12:26:34,sala,53%,38.90%,24.20C
28 02 23,12:26:34,cuarto,47.73678%,29%,24C
28 02 23,12:26:41,sala,53%,38.90%,24.20C
28 02 23,12:26:41,cuarto,47.63838%,29%,24C
28 02 23,12:26:49,sala,53%,38.70%,24.20C
28 02 23,12:26:49,cuarto,47.83518%,28%,24C
28 02 23,12:26:56,sala,53%,38.50%,24.20C
28 02 23,12:26:56,cuarto,47.68758%,28%,24C
28 02 23,12:27:03,sala,53%,38.30%,24.20C
28 02 23,12:27:03,cuarto,47.83518%,28%,24C
28 02 23,12:27:10,sala,53%,38.20%,24.20C
28 02 23,12:27:10,cuarto,47.58918%,28%,24C
28 02 23,12:27:18,sala,53%,38.30%,24.20C
28 02 23,12:27:18,cuarto,47.49078%,29%,24C
28 02 23,12:27:25,sala,53%,38.30%,24.20C
28 02 23,12:27:25,cuarto,47.73678%,29%,24C
28 02 23,12:27:32,sala,53%,38.40%,24.20C
28 02 23,12:27:32,cuarto,47.68758%,29%,24C
28 02 23,12:27:40,sala,53%,38.60%,24.20C
28 02 23,12:27:40,cuarto,47.73678%,29%,24C
28 02 23,12:27:47,sala,53%,38.50%,24.20C
28 02 23,12:27:47,cuarto,47.83518%,28%,24C
28 02 23,12:27:54,sala,53%,38.70%,24.20C
28 02 23,12:27:54,cuarto,47.78598%,28%,24C
28 02 23,12:28:01,sala,53%,38.80%,24.20C
28 02 23,12:28:01,cuarto,47.78598%,28%,24C
28 02 23,12:28:09,sala,53%,39.00%,24.20C
28 02 23,12:28:09,cuarto,47.68758%,28%,24C
28 02 23,12:28:16,sala,53%,39.00%,24.20C
28 02 23,12:28:16,cuarto,47.63838%,28%,24C
28 02 23,12:28:23,sala,53%,38.90%,24.20C
28 02 23,12:28:23,cuarto,47.68758%,28%,24C
28 02 23,12:28:38,sala,53%,38.90%,24.20C
28 02 23,12:28:38,cuarto,47.49078%,27%,24C
28 02 23,12:28:52,sala,53%,40.00%,24.20C
28 02 23,12:28:52,cuarto,47.44157%,27%,24C
28 02 23,12:29:00,sala,53%,40.20%,24.20C
28 02 23,12:29:00,cuarto,47.63838%,27%,24C
28 02 23,12:29:07,sala,53%,40.40%,24.20C
28 02 23,12:29:07,cuarto,47.83518%,27%,24C
28 02 23,12:29:14,sala,53%,40.20%,24.20C
28 02 23,12:29:14,cuarto,47.88438%,27%,24C
28 02 23,12:29:21,sala,53%,40.20%,24.20C
28 02 23,12:29:21,cuarto,47.78598%,27%,24C
28 02 23,12:29:29,sala,53%,40.20%,24.20C
28 02 23,12:29:29,cuarto,47.88438%,27%,24C
28 02 23,12:29:36,sala,53%,40.10%,24.20C
28 02 23,12:29:36,cuarto,47.63838%,27%,24C
28 02 23,12:29:43,sala,53%,40.10%,24.20C
28 02 23,12:29:43,cuarto,47.83518%,27%,24C
28 02 23,12:29:51,sala,53%,40.10%,24.20C
28 02 23,12:29:51,cuarto,47.73678%,27%,24C
28 02 23,12:29:58,sala,53%,40.20%,24.20C
28 02 23,12:29:58,cuarto,47.53997%,27%,24C
28 02 23,12:30:34,sala,53%,40.70%,24.20C
28 02 23,12:30:34,cuarto,47.34317%,28%,24C
28 02 23,12:30:49,sala,53%,40.70%,24.20C
28 02 23,12:30:49,cuarto,47.53997%,28%,24C
28 02 23,12:30:56,sala,53%,41.00%,24.30C
28 02 23,12:30:56,cuarto,47.73678%,28%,24C
28 02 23,12:31:03,sala,53%,41.20%,24.30C
28 02 23,12:31:03,cuarto,47.73678%,28%,24C
28 02 23,12:31:18,sala,53%,41.00%,24.20C
28 02 23,12:31:18,cuarto,47.63838%,28%,24C
28 02 23,12:31:25,sala,53%,40.80%,24.30C
28 02 23,12:31:25,cuarto,47.83518%,27%,24C
28 02 23,12:31:32,sala,53%,41.00%,24.30C
28 02 23,12:31:32,cuarto,47.63838%,27%,24C
28 02 23,12:31:40,sala,53%,41.40%,24.30C
28 02 23,12:31:40,cuarto,47.63838%,27%,24C
28 02 23,12:31:54,sala,53%,41.70%,24.30C
28 02 23,12:31:54,cuarto,47.93358%,28%,24C
28 02 23,12:32:01,sala,53%,42.90%,24.30C
28 02 23,12:32:01,cuarto,47.78598%,28%,24C
28 02 23,12:32:09,sala,53%,43.30%,24.30C
28 02 23,12:32:09,cuarto,47.53997%,28%,24C
28 02 23,12:32:16,sala,53%,44.30%,24.30C
28 02 23,12:32:16,cuarto,47.68758%,28%,24C
28 02 23,12:32:23,sala,53%,44.80%,24.30C
28 02 23,12:32:23,cuarto,47.88438%,28%,24C
28 02 23,12:32:31,sala,53%,45.10%,24.30C
28 02 23,12:32:31,cuarto,47.39237%,28%,24C
28 02 23,12:32:38,sala,53%,45.50%,24.30C
28 02 23,12:32:38,cuarto,47.73678%,28%,24C
28 02 23,12:32:45,sala,53%,45.50%,24.30C
28 02 23,12:32:45,cuarto,47.78598%,28%,24C
28 02 23,12:32:52,sala,53%,45.70%,24.40C
28 02 23,12:32:52,cuarto,47.44157%,28%,24C
28 02 23,12:33:00,sala,53%,45.80%,24.40C
28 02 23,12:33:00,cuarto,47.63838%,28%,24C
28 02 23,12:33:14,sala,53%,46.10%,24.40C
28 02 23,12:33:14,cuarto,47.53997%,29%,24C
28 02 23,12:33:22,sala,53%,46.10%,24.40C
28 02 23,12:33:22,cuarto,47.98278%,29%,24C
28 02 23,12:33:29,sala,53%,46.00%,24.40C
28 02 23,12:33:29,cuarto,47.68758%,29%,24C
28 02 23,12:33:43,sala,53%,46.40%,24.40C
28 02 23,12:33:43,cuarto,47.73678%,28%,24C
28 02 23,12:33:51,sala,53%,47.30%,24.40C
28 02 23,12:33:51,cuarto,47.53997%,28%,24C
28 02 23,12:33:58,sala,53%,47.30%,24.40C
28 02 23,12:33:58,cuarto,47.83518%,28%,24C
28 02 23,12:34:12,sala,53%,47.10%,24.40C
28 02 23,12:34:12,cuarto,47.68758%,27%,24C
28 02 23,12:34:27,sala,53%,46.70%,24.40C
28 02 23,12:34:27,cuarto,47.78598%,27%,24C
28 02 23,12:34:34,sala,53%,47.10%,24.40C
28 02 23,12:34:34,cuarto,47.39237%,27%,24C
28 02 23,12:34:42,sala,53%,47.20%,24.40C
28 02 23,12:34:42,cuarto,47.83518%,27%,24C
28 02 23,12:34:49,sala,53%,47.30%,24.40C
28 02 23,12:34:49,cuarto,47.83518%,27%,24C
28 02 23,12:34:56,sala,53%,47.30%,24.40C
28 02 23,12:34:56,cuarto,47.49078%,27%,24C
28 02 23,12:35:03,sala,53%,47.20%,24.30C
28 02 23,12:35:03,cuarto,47.53997%,28%,24C
28 02 23,12:35:54,sala,53%,45.20%,24.40C
28 02 23,12:35:54,cuarto,47.29397%,29%,24C
28 02 23,12:36:02,sala,53%,45.00%,24.40C
28 02 23,12:36:02,cuarto,47.63838%,28%,24C
28 02 23,12:36:16,sala,53%,44.70%,24.40C
28 02 23,12:36:16,cuarto,47.78598%,28%,24C
28 02 23,12:36:23,sala,53%,44.40%,24.40C
28 02 23,12:36:23,cuarto,47.34317%,28%,24C
28 02 23,12:36:31,sala,53%,44.40%,24.40C
28 02 23,12:36:31,cuarto,47.83518%,28%,24C
28 02 23,12:36:38,sala,53%,44.30%,24.40C
28 02 23,12:36:38,cuarto,47.44157%,28%,24C
28 02 23,12:36:45,sala,53%,44.10%,24.40C
28 02 23,12:36:45,cuarto,47.49078%,28%,24C
28 02 23,12:37:07,sala,53%,44.00%,24.40C
28 02 23,12:37:07,cuarto,47.88438%,29%,24C
28 02 23,12:37:14,sala,53%,43.40%,24.40C
28 02 23,12:37:14,cuarto,47.63838%,28%,24C
28 02 23,12:37:22,sala,53%,43.40%,24.40C
28 02 23,12:37:22,cuarto,47.63838%,28%,24C
28 02 23,12:37:29,sala,53%,43.30%,24.40C
28 02 23,12:37:29,cuarto,47.68758%,28%,24C
28 02 23,12:37:36,sala,53%,43.50%,24.40C
28 02 23,12:37:36,cuarto,47.29397%,28%,24C
28 02 23,12:37:43,sala,53%,43.50%,24.40C
28 02 23,12:37:43,cuarto,47.83518%,28%,24C
